,years_of_house,reno,g_finish,pconc,s_overall_q,kitchen_q,got_fplace,g_area,exter_q,total_area,ms__C (all),ms__FV,ms__I (all),ms__RH,ms__RL,ms__RM,nh_1,nh_2,nh_3,nh_4,nh_5,nh_6,nh_7,nh_8
0,-0.18355104050338145,-0.932052284578078,0.9481940338106226,-0.8982445474970432,-0.6585497059490641,-0.7744262730834346,0.9896685165611309,-0.15135117481748403,1.0229466214266885,-0.2964419908367581,-0.09935014010708154,-0.2325701190403537,-0.024723408821707437,-0.07435223956449145,0.5394529300341202,-0.43154592346350706,1.1598587010078962,-0.39609400319110816,-0.41549500977973547,-0.22367850107000375,-0.08593378488473195,-0.26179736249212465,-0.14995314696121848,-0.3257009073998429
1,-1.1684933043933583,-0.932052284578078,0.9481940338106226,1.1132825718636403,2.613213173075572,2.2475899582338057,0.9896685165611309,0.939903610786104,2.733430400053338,3.8541415274704582,-0.09935014010708154,-0.2325701190403537,-0.024723408821707437,-0.07435223956449145,0.5394529300341202,-0.43154592346350706,-0.8621739864787132,-0.39609400319110816,-0.41549500977973547,-0.22367850107000375,-0.08593378488473195,-0.26179736249212465,-0.14995314696121848,3.070301547463488
2,-0.6760221724483699,1.0729011843500609,-1.0546364608319443,1.1132825718636403,0.9773317335632541,0.7365818425751854,0.9896685165611309,0.04620357085213105,1.0229466214266885,1.2295653246852984,-0.09935014010708154,-0.2325701190403537,-0.024723408821707437,-0.07435223956449145,0.5394529300341202,-0.43154592346350706,-0.8621739864787132,2.524653218537919,-0.41549500977973547,-0.22367850107000375,-0.08593378488473195,-0.26179736249212465,-0.14995314696121848,-0.3257009073998429
3,-1.135661895597026,-0.932052284578078,0.9481940338106226,1.1132825718636403,-0.6585497059490641,0.7365818425751854,0.9896685165611309,-0.24542486323158644,1.0229466214266885,-1.097889043822296,-0.09935014010708154,-0.2325701190403537,-0.024723408821707437,-0.07435223956449145,-1.8537298517161642,2.3172504839674697,-0.8621739864787132,-0.39609400319110816,2.4067677744917457,-0.22367850107000375,-0.08593378488473195,-0.26179736249212465,-0.14995314696121848,-0.3257009073998429
4,0.3745829090342721,-0.932052284578078,-1.0546364608319443,-0.8982445474970432,-0.6585497059490641,0.7365818425751854,0.9896685165611309,-0.09961064618972769,1.0229466214266885,0.5649506953802184,-0.09935014010708154,-0.2325701190403537,-0.024723408821707437,-0.07435223956449145,0.5394529300341202,-0.43154592346350706,1.1598587010078962,-0.39609400319110816,-0.41549500977973547,-0.22367850107000375,-0.08593378488473195,-0.26179736249212465,-0.14995314696121848,-0.3257009073998429
5,0.17759445625627673,1.0729011843500609,0.9481940338106226,1.1132825718636403,-0.6585497059490641,0.7365818425751854,-1.0104393372790805,-0.8663112067646623,-0.6875371571999608,-1.0105769258547659,-0.09935014010708154,-0.2325701190403537,-0.024723408821707437,-0.07435223956449145,0.5394529300341202,-0.43154592346350706,1.1598587010078962,-0.39609400319110816,-0.41549500977973547,-0.22367850107000375,-0.08593378488473195,-0.26179736249212465,-0.14995314696121848,-0.3257009073998429
6,0.7357284057939303,1.0729011843500609,-1.0546364608319443,-0.8982445474970432,-0.6585497059490641,-0.7744262730834346,-1.0104393372790805,-0.9462738419166494,-0.6875371571999608,-0.018867645656401096,-0.09935014010708154,-0.2325701190403537,-0.024723408821707437,-0.07435223956449145,0.5394529300341202,-0.43154592346350706,1.1598587010078962,-0.39609400319110816,-0.41549500977973547,-0.22367850107000375,-0.08593378488473195,-0.26179736249212465,-0.14995314696121848,-0.3257009073998429
7,-1.0043362604116954,1.0729011843500609,-1.0546364608319443,1.1132825718636403,-0.6585497059490641,0.7365818425751854,-1.0104393372790805,0.4883499063984124,-0.6875371571999608,-0.40460476384131033,-0.09935014010708154,-0.2325701190403537,-0.024723408821707437,-0.07435223956449145,0.5394529300341202,-0.43154592346350706,-0.8621739864787132,2.524653218537919,-0.41549500977973547,-0.22367850107000375,-0.08593378488473195,-0.26179736249212465,-0.14995314696121848,-0.3257009073998429
8,0.308920091441607,-0.932052284578078,-1.0546364608319443,-0.8982445474970432,-0.6585497059490641,-0.7744262730834346,-1.0104393372790805,-0.9509775263373546,-0.6875371571999608,-0.9258711397668634,-0.09935014010708154,-0.2325701190403537,-0.024723408821707437,-0.07435223956449145,0.5394529300341202,-0.43154592346350706,1.1598587010078962,-0.39609400319110816,-0.41549500977973547,-0.22367850107000375,-0.08593378488473195,-0.26179736249212465,-0.14995314696121848,-0.3257009073998429
9,-0.28204526689237913,-0.932052284578078,0.9481940338106226,-0.8982445474970432,-0.6585497059490641,-0.7744262730834346,0.9896685165611309,-0.09490696176902257,-0.6875371571999608,-0.3472654624894995,-0.09935014010708154,-0.2325701190403537,-0.024723408821707437,-0.07435223956449145,-1.8537298517161642,2.3172504839674697,1.1598587010078962,-0.39609400319110816,-0.41549500977973547,-0.22367850107000375,-0.08593378488473195,-0.26179736249212465,-0.14995314696121848,-0.3257009073998429
10,0.9983796761645909,1.0729011843500609,-1.0546364608319443,-0.8982445474970432,-0.6585497059490641,0.7365818425751854,-1.0104393372790805,0.7282378118543735,-0.6875371571999608,-0.7981608776651029,-0.09935014010708154,-0.2325701190403537,-0.024723408821707437,-0.07435223956449145,0.5394529300341202,-0.43154592346350706,1.1598587010078962,-0.39609400319110816,-0.41549500977973547,-0.22367850107000375,-0.08593378488473195,-0.26179736249212465,-0.14995314696121848,-0.3257009073998429
11,-0.8730106252263653,-0.932052284578078,-1.0546364608319443,1.1132825718636403,-0.6585497059490641,-0.7744262730834346,-1.0104393372790805,0.4883499063984124,1.0229466214266885,-0.9832104411186743,-0.09935014010708154,-0.2325701190403537,-0.024723408821707437,-0.07435223956449145,0.5394529300341202,-0.43154592346350706,-0.8621739864787132,-0.39609400319110816,2.4067677744917457,-0.22367850107000375,-0.08593378488473195,-0.26179736249212465,-0.14995314696121848,-0.3257009073998429
12,-0.216382449299714,-0.932052284578078,0.9481940338106226,-0.8982445474970432,0.9773317335632541,0.7365818425751854,0.9896685165611309,0.36605411146007927,1.0229466214266885,2.0505598667680447,-0.09935014010708154,-0.2325701190403537,-0.024723408821707437,-0.07435223956449145,0.5394529300341202,-0.43154592346350706,-0.8621739864787132,-0.39609400319110816,2.4067677744917457,-0.22367850107000375,-0.08593378488473195,-0.26179736249212465,-0.14995314696121848,-0.3257009073998429
